participant_id,trial_number,span_length,span_attempt,digit_sequence,user_sequence,is_correct,response_time,timestamp
61151831,1,2,1,4 8,8 4,True,4.900826930999756,2026-01-20T12:42:25.196418
61151831,2,2,2,4 5,5 4,True,3.7249622344970703,2026-01-20T12:42:35.842066
61151831,3,2,1,2 3,3 2,True,3.8718206882476807,2026-01-20T12:42:49.111723
61151831,4,2,2,3 1,1 3,True,4.499863624572754,2026-01-20T12:43:00.515920
61151831,5,3,1,6 3 7,7 3 6,True,8.218141794204712,2026-01-20T12:43:18.976728
61151831,6,3,2,9 4 1,1 4 9,True,4.752800941467285,2026-01-20T12:43:31.450495
61151831,7,4,1,2 7 5 8,8 5 7 2,True,11.755764722824097,2026-01-20T12:43:54.213438
61151831,8,4,2,6 1 3 5,5 3 1 6,True,10.64236307144165,2026-01-20T12:44:13.369302
61151831,9,5,1,1 4 9 3 5,5 3 9 4 1,True,15.032362222671509,2026-01-20T12:44:40.233424
61151831,10,5,2,6 2 4 9 7,7 9 4 2 6,True,8.326754808425903,2026-01-20T12:44:57.879980
61151831,11,6,1,9 7 5 8 6 3,3 6 8 5 7 9,True,17.56176495552063,2026-01-20T12:45:28.043668
61151831,12,6,2,3 8 4 6 1 5,4 8 3 5 1 6,False,22.616058111190796,2026-01-20T12:46:00.788867
61151831,13,7,1,5 9 1 7 3 4 6,6 3 9 5 7 1,False,32.32791519165039,2026-01-20T12:46:46.529087
61151831,14,7,2,5 1 6 9 7 2 3,2 3 6 9 5 1 7,False,35.55731248855591,2026-01-20T12:47:33.000289
