participant_id,trial_number,span_length,span_attempt,digit_sequence,user_sequence,is_correct,response_time,timestamp
72653315,1,2,1,2 3,3 2,True,6.183933973312378,2026-02-12T10:30:55.038082
72653315,2,2,2,2 3,3 2,True,5.042829990386963,2026-02-12T10:31:07.019496
72653315,3,2,1,2 7,7 2,True,7.503281593322754,2026-02-12T10:31:23.942421
72653315,4,2,2,8 3,3 8,True,3.1489064693450928,2026-02-12T10:31:34.010380
72653315,5,3,1,6 4 1,1 4 6,True,4.698493480682373,2026-02-12T10:31:48.925890
72653315,6,3,2,8 5 1,1 5 8,True,4.841265678405762,2026-02-12T10:32:01.492578
72653315,7,4,1,2 4 9 8,8 9 4 2,True,8.179073333740234,2026-02-12T10:32:20.711493
72653315,8,4,2,1 4 7 8,8 7 4 1,True,7.056652307510376,2026-02-12T10:32:36.280428
72653315,9,5,1,7 6 1 8 5,5 8 1 6 7,True,8.693643808364868,2026-02-12T10:32:56.796859
72653315,10,5,2,3 8 1 4 5,5 4 1 8 3,True,7.615649700164795,2026-02-12T10:33:13.716338
72653315,11,6,1,8 9 1 3 7 6,6 7 3 1 9 8,True,8.687628984451294,2026-02-12T10:33:35.015844
72653315,12,6,2,1 6 4 2 9 7,7 6 9 2 4 1,False,31.09243416786194,2026-02-12T10:34:16.213445
72653315,13,7,1,5 3 4 6 7 9 1,1 9 3 6 4 5,False,16.14264702796936,2026-02-12T10:34:45.777785
72653315,14,7,2,4 6 5 3 9 2 1,1 3 9 6 5 4,False,5.4923107624053955,2026-02-12T10:35:02.179122
